Entry	Entry Name	Gene Names	Protein names	GeneID	Organism
P17481	HXB8_HUMAN	HOXB8 HOX2D	Homeobox protein Hox-B8 (Homeobox protein Hox-2.4) (Homeobox protein Hox-2D)	3218;	Homo sapiens (Human)
P09629	HXB7_HUMAN	HOXB7 HOX2C	Homeobox protein Hox-B7 (Homeobox protein HHO.C1) (Homeobox protein Hox-2C)	3217;	Homo sapiens (Human)
P17509	HXB6_HUMAN	HOXB6 HOX2B	Homeobox protein Hox-B6 (Homeobox protein Hox-2.2) (Homeobox protein Hox-2B) (Homeobox protein Hu-2)	3216;	Homo sapiens (Human)
P09067	HXB5_HUMAN	HOXB5 HOX2A	Homeobox protein Hox-B5 (Homeobox protein HHO.C10) (Homeobox protein Hox-2A) (Homeobox protein Hu-1)	3215;	Homo sapiens (Human)
P17483	HXB4_HUMAN	HOXB4 HOX2F	Homeobox protein Hox-B4 (Homeobox protein Hox-2.6) (Homeobox protein Hox-2F)	3214;	Homo sapiens (Human)
P14651	HXB3_HUMAN	HOXB3 HOX2G	Homeobox protein Hox-B3 (Homeobox protein Hox-2.7) (Homeobox protein Hox-2G)	3213;	Homo sapiens (Human)
P14652	HXB2_HUMAN	HOXB2 HOX2H	Homeobox protein Hox-B2 (Homeobox protein Hox-2.8) (Homeobox protein Hox-2H) (K8)	3212;	Homo sapiens (Human)
P14653	HXB1_HUMAN	HOXB1 HOX2I	Homeobox protein Hox-B1 (Homeobox protein Hox-2I)	3211;	Homo sapiens (Human)
Q92826	HXB13_HUMAN	HOXB13	Homeobox protein Hox-B13	10481;	Homo sapiens (Human)
P31269	HXA9_HUMAN	HOXA9 HOX1G	Homeobox protein Hox-A9 (Homeobox protein Hox-1G)	3205;	Homo sapiens (Human)
P31268	HXA7_HUMAN	HOXA7 HOX1A	Homeobox protein Hox-A7 (Homeobox protein Hox 1.1) (Homeobox protein Hox-1A)	3204;	Homo sapiens (Human)
P31267	HXA6_HUMAN	HOXA6 HOX1B	Homeobox protein Hox-A6 (Homeobox protein Hox-1B)	3203;	Homo sapiens (Human)
P20719	HXA5_HUMAN	HOXA5 HOX1C	Homeobox protein Hox-A5 (Homeobox protein Hox-1C)	3202;	Homo sapiens (Human)
Q00056	HXA4_HUMAN	HOXA4 HOX1D	Homeobox protein Hox-A4 (Homeobox protein Hox-1.4) (Homeobox protein Hox-1D)	3201;	Homo sapiens (Human)
O43365	HXA3_HUMAN	HOXA3 HOX1E	Homeobox protein Hox-A3 (Homeobox protein Hox-1E)	3200;	Homo sapiens (Human)
O43364	HXA2_HUMAN	HOXA2 HOX1K	Homeobox protein Hox-A2 (Homeobox protein Hox-1K)	3199;	Homo sapiens (Human)
P49639	HXA1_HUMAN	HOXA1 HOX1F	Homeobox protein Hox-A1 (Homeobox protein Hox-1F)	3198;	Homo sapiens (Human)
P31271	HXA13_HUMAN	HOXA13 HOX1J	Homeobox protein Hox-A13 (Homeobox protein Hox-1J)	3209;	Homo sapiens (Human)
P31270	HXA11_HUMAN	HOXA11 HOX1I	Homeobox protein Hox-A11 (Homeobox protein Hox-1I)	3207;	Homo sapiens (Human)
P31260	HXA10_HUMAN	HOXA10 HOX1H	Homeobox protein Hox-A10 (Homeobox protein Hox-1.8) (Homeobox protein Hox-1H) (PL)	3206;	Homo sapiens (Human)
P0DP08	HVD82_HUMAN	IGHV4-38-2	Immunoglobulin heavy variable 4-38-2		Homo sapiens (Human)
P0DP06	HVD34_HUMAN	IGHV4-30-4	Immunoglobulin heavy variable 4-30-4		Homo sapiens (Human)
Q96D96	HVCN1_HUMAN	HVCN1 VSOP UNQ578/PRO1140	Voltage-gated hydrogen channel 1 (Hydrogen voltage-gated channel 1) (HV1) (Voltage sensor domain-only protein)	84329;	Homo sapiens (Human)
P0DP02	HVC33_HUMAN	IGHV3-30-3	Immunoglobulin heavy variable 3-30-3		Homo sapiens (Human)
P0DP03	HVC05_HUMAN	IGHV3-30-5	Immunoglobulin heavy variable 3-30-5		Homo sapiens (Human)
A0A0B4J1V7	HV781_HUMAN	IGHV7-81	Probable non-functional immunoglobulin heavy variable 7-81		Homo sapiens (Human)
A0A0J9YVY3	HV741_HUMAN	IGHV7-4-1	Immunoglobulin heavy variable 7-4-1		Homo sapiens (Human)
A0A0C4DH43	HV70D_HUMAN	IGHV2-70D	Immunoglobulin heavy variable 2-70D		Homo sapiens (Human)
A0A0B4J2H0	HV69D_HUMAN	IGHV1-69D	Immunoglobulin heavy variable 1-69D		Homo sapiens (Human)
A0A0G2JMI3	HV692_HUMAN	IGHV1-69-2	Immunoglobulin heavy variable 1-69-2		Homo sapiens (Human)
A0A0J9YX35	HV64D_HUMAN	IGHV3-64D	Immunoglobulin heavy variable 3-64D		Homo sapiens (Human)
A0A0B4J1U7	HV601_HUMAN	IGHV6-1	Immunoglobulin heavy variable 6-1		Homo sapiens (Human)
A0A0J9YXX1	HV5X1_HUMAN	IGHV5-10-1	Immunoglobulin heavy variable 5-10-1		Homo sapiens (Human)
A0A0C4DH38	HV551_HUMAN	IGHV5-51	Immunoglobulin heavy variable 5-51		Homo sapiens (Human)
P0DTE2	HV511_HUMAN	IGHV8-51-1	Probable non-functional immunoglobulin heavy variable 8-51-1		Homo sapiens (Human)
A0A0C4DH41	HV461_HUMAN	IGHV4-61	Immunoglobulin heavy variable 4-61		Homo sapiens (Human)
P01825	HV459_HUMAN	IGHV4-59	Immunoglobulin heavy variable 4-59 (Ig heavy chain V-II region NEWM)		Homo sapiens (Human)
P0DP04	HV43D_HUMAN	IGHV3-43D	Immunoglobulin heavy variable 3-43D		Homo sapiens (Human)
P01824	HV439_HUMAN	IGHV4-39	Immunoglobulin heavy variable 4-39 (Ig heavy chain V-II region WAH)		Homo sapiens (Human)
P06331	HV434_HUMAN	IGHV4-34	Immunoglobulin heavy variable 4-34 (Ig heavy chain V-II region ARH-77)		Homo sapiens (Human)
A0A087WSY4	HV432_HUMAN	IGHV4-30-2	Immunoglobulin heavy variable 4-30-2		Homo sapiens (Human)
P0DP07	HV431_HUMAN	IGHV4-31	Immunoglobulin heavy variable 4-31		Homo sapiens (Human)
A0A0C4DH34	HV428_HUMAN	IGHV4-28	Immunoglobulin heavy variable 4-28		Homo sapiens (Human)
A0A075B6R2	HV404_HUMAN	IGHV4-4	Immunoglobulin heavy variable 4-4		Homo sapiens (Human)
P0DTW3	HV384_HUMAN	IGHV1-38-4 IGHV1-C	Probable non-functional immunoglobulin heavy variable 1-38-4		Homo sapiens (Human)
P0DTE1	HV383_HUMAN	IGHV3-38-3 IGHV3-D	Probable non-functional immunoglobulin heavy variable 3-38-3		Homo sapiens (Human)
A0A0B4J1X5	HV374_HUMAN	IGHV3-74	Immunoglobulin heavy variable 3-74		Homo sapiens (Human)
A0A0B4J1V6	HV373_HUMAN	IGHV3-73	Immunoglobulin heavy variable 3-73		Homo sapiens (Human)
A0A0B4J1Y9	HV372_HUMAN	IGHV3-72	Immunoglobulin heavy variable 3-72		Homo sapiens (Human)
A0A0C4DH42	HV366_HUMAN	IGHV3-66	Immunoglobulin heavy variable 3-66		Homo sapiens (Human)
A0A075B6Q5	HV364_HUMAN	IGHV3-64	Immunoglobulin heavy variable 3-64		Homo sapiens (Human)
P01767	HV353_HUMAN	IGHV3-53	Immunoglobulin heavy variable 3-53 (Ig heavy chain V-III region BUT)		Homo sapiens (Human)
A0A0A0MS15	HV349_HUMAN	IGHV3-49	Immunoglobulin heavy variable 3-49		Homo sapiens (Human)
P01763	HV348_HUMAN	IGHV3-48	Immunoglobulin heavy variable 3-48 (Ig heavy chain V-III region WEA)		Homo sapiens (Human)
A0A0B4J1X8	HV343_HUMAN	IGHV3-43	Immunoglobulin heavy variable 3-43		Homo sapiens (Human)
A0A0C4DH36	HV338_HUMAN	IGHV3-38	Probable non-functional immunoglobulin heavy variable 3-38		Homo sapiens (Human)
A0A0C4DH35	HV335_HUMAN	IGHV3-35	Probable non-functional immunoglobulin heavy variable 3-35		Homo sapiens (Human)
P01772	HV333_HUMAN	IGHV3-33	Immunoglobulin heavy variable 3-33 (Ig heavy chain V-III region HIL) (Ig heavy chain V-III region KOL)		Homo sapiens (Human)
P01768	HV330_HUMAN	IGHV3-30	Immunoglobulin heavy variable 3-30 (Ig heavy chain V-III region BUR) (Ig heavy chain V-III region CAM) (Ig heavy chain V-III region GA) (Ig heavy chain V-III region NIE)		Homo sapiens (Human)
P01764	HV323_HUMAN	IGHV3-23	Immunoglobulin heavy variable 3-23 (Ig heavy chain V-III region LAY) (Ig heavy chain V-III region POM) (Ig heavy chain V-III region TEI) (Ig heavy chain V-III region TIL) (Ig heavy chain V-III region TUR) (Ig heavy chain V-III region VH26) (Ig heavy chain V-III region WAS) (Ig heavy chain V-III region ZAP)		Homo sapiens (Human)
A0A0B4J1V1	HV321_HUMAN	IGHV3-21	Immunoglobulin heavy variable 3-21		Homo sapiens (Human)
A0A0C4DH32	HV320_HUMAN	IGHV3-20	Immunoglobulin heavy variable 3-20		Homo sapiens (Human)
A0A0C4DH30	HV316_HUMAN	IGHV3-16	Probable non-functional immunoglobulin heavy variable 3-16		Homo sapiens (Human)
A0A0B4J1V0	HV315_HUMAN	IGHV3-15	Immunoglobulin heavy variable 3-15		Homo sapiens (Human)
P01766	HV313_HUMAN	IGHV3-13	Immunoglobulin heavy variable 3-13 (Ig heavy chain V-III region BRO)		Homo sapiens (Human)
P01762	HV311_HUMAN	IGHV3-11	Immunoglobulin heavy variable 3-11 (Ig heavy chain V-III region TRO)		Homo sapiens (Human)
P01782	HV309_HUMAN	IGHV3-9	Immunoglobulin heavy variable 3-9 (Ig heavy chain V-III region DOB)		Homo sapiens (Human)
P01780	HV307_HUMAN	IGHV3-7	Immunoglobulin heavy variable 3-7 (Ig heavy chain V-III region GAL) (Ig heavy chain V-III region GAR) (Ig heavy chain V-III region JON)		Homo sapiens (Human)
P01814	HV270_HUMAN	IGHV2-70	Immunoglobulin heavy variable 2-70 (Ig heavy chain V-II region COR) (Ig heavy chain V-II region DAW) (Ig heavy chain V-II region OU) (Ig heavy chain V-II region SESS)		Homo sapiens (Human)
A0A0B4J1V2	HV226_HUMAN	IGHV2-26	Immunoglobulin heavy variable 2-26		Homo sapiens (Human)
P01817	HV205_HUMAN	IGHV2-5	Immunoglobulin heavy variable 2-5 (Ig heavy chain V-II region HE) (Ig heavy chain V-II region MCE)		Homo sapiens (Human)
P01742	HV169_HUMAN	IGHV1-69	Immunoglobulin heavy variable 1-69 (Ig heavy chain V-I region EU) (Ig heavy chain V-I region SIE) (Ig heavy chain V-I region WOL)		Homo sapiens (Human)
A0A0C4DH39	HV158_HUMAN	IGHV1-58	Immunoglobulin heavy variable 1-58		Homo sapiens (Human)
P01743	HV146_HUMAN	IGHV1-46	Immunoglobulin heavy variable 1-46 (Ig heavy chain V-I region DOT) (Ig heavy chain V-I region HG3) (Ig heavy chain V-I region Mot)		Homo sapiens (Human)
A0A0A0MS14	HV145_HUMAN	IGHV1-45	Immunoglobulin heavy variable 1-45		Homo sapiens (Human)
A0A0C4DH33	HV124_HUMAN	IGHV1-24	Immunoglobulin heavy variable 1-24		Homo sapiens (Human)
A0A0C4DH31	HV118_HUMAN	IGHV1-18	Immunoglobulin heavy variable 1-18		Homo sapiens (Human)
P0DP01	HV108_HUMAN	IGHV1-8	Immunoglobulin heavy variable 1-8		Homo sapiens (Human)
A0A0C4DH29	HV103_HUMAN	IGHV1-3	Immunoglobulin heavy variable 1-3		Homo sapiens (Human)
P23083	HV102_HUMAN	IGHV1-2	Immunoglobulin heavy variable 1-2 (Ig heavy chain V-I region ND) (Ig heavy chain V-I region V35)		Homo sapiens (Human)
Q7Z6Z7	HUWE1_HUMAN	HUWE1 KIAA0312 KIAA1578 UREB1 HSPC272	E3 ubiquitin-protein ligase HUWE1 (EC 2.3.2.26) (ARF-binding protein 1) (ARF-BP1) (HECT, UBA and WWE domain-containing protein 1) (HECT-type E3 ubiquitin transferase HUWE1) (Homologous to E6AP carboxyl terminus homologous protein 9) (HectH9) (Large structure of UREB1) (LASU1) (Mcl-1 ubiquitin ligase E3) (Mule) (Upstream regulatory element-binding protein 1) (URE-B1) (URE-binding protein 1)	10075;	Homo sapiens (Human)
Q96N76	HUTU_HUMAN	UROC1	Urocanate hydratase (Urocanase) (EC 4.2.1.49) (Imidazolonepropionate hydrolase)	131669;	Homo sapiens (Human)
Q96NU7	HUTI_HUMAN	AMDHD1 HMFT1272	Probable imidazolonepropionase (EC 3.5.2.7) (Amidohydrolase domain-containing protein 1)	144193;	Homo sapiens (Human)
P42357	HUTH_HUMAN	HAL HIS	Histidine ammonia-lyase (Histidase) (EC 4.3.1.3)	3034;	Homo sapiens (Human)
O60921	HUS1_HUMAN	HUS1	Checkpoint protein HUS1 (hHUS1)	3364;	Homo sapiens (Human)
Q8NHY5	HUS1B_HUMAN	HUS1B	Checkpoint protein HUS1B (hHUS1B)	135458;	Homo sapiens (Human)
P57058	HUNK_HUMAN	HUNK MAKV	Hormonally up-regulated neu tumor-associated kinase (EC 2.7.11.1) (B19) (Serine/threonine-protein kinase MAK-V)	30811;	Homo sapiens (Human)
Q8IVG9	HUNIN_HUMAN	MT-RNR2 HN	Humanin (Humanin mitochondrial) (HNM)		Homo sapiens (Human)
Q8TDB4	HUMMR_HUMAN	MGARP C4orf49 CESP1 HUMMR OSAP GS3582	Protein MGARP (Corneal endothelium-specific protein 1) (CESP-1) (Hypoxia up-regulated mitochondrial movement regulator protein) (Mitochondria-localized glutamic acid-rich protein) (Ovary-specific acidic protein)	84709;	Homo sapiens (Human)
O43719	HTSF1_HUMAN	HTATSF1	HIV Tat-specific factor 1 (Tat-SF1)	27336;	Homo sapiens (Human)
P83105	HTRA4_HUMAN	HTRA4	Serine protease HTRA4 (EC 3.4.21.-) (High-temperature requirement factor A4)	203100;	Homo sapiens (Human)
P83110	HTRA3_HUMAN	HTRA3 PRSP	Serine protease HTRA3 (EC 3.4.21.-) (High-temperature requirement factor A3) (Pregnancy-related serine protease)	94031;	Homo sapiens (Human)
O43464	HTRA2_HUMAN	HTRA2 OMI PRSS25	Serine protease HTRA2, mitochondrial (EC 3.4.21.108) (High temperature requirement protein A2) (HtrA2) (Omi stress-regulated endoprotease) (Serine protease 25) (Serine proteinase OMI)	27429;	Homo sapiens (Human)
Q92743	HTRA1_HUMAN	HTRA1 HTRA PRSS11	Serine protease HTRA1 (EC 3.4.21.-) (High-temperature requirement A serine peptidase 1) (L56) (Serine protease 11)	5654;	Homo sapiens (Human)
Q9P2D3	HTR5B_HUMAN	HEATR5B KIAA1414 p200 p200a	HEAT repeat-containing protein 5B	54497;	Homo sapiens (Human)
Q86XA9	HTR5A_HUMAN	HEATR5A C14orf125 KIAA1316	HEAT repeat-containing protein 5A	25938;	Homo sapiens (Human)
Q99081	HTF4_HUMAN	TCF12 BHLHB20 HEB HTF4	Transcription factor 12 (TCF-12) (Class B basic helix-loop-helix protein 20) (bHLHb20) (DNA-binding protein HTF4) (E-box-binding protein) (Transcription factor HTF-4)	6938;	Homo sapiens (Human)
P86397	HTD2_HUMAN	HTD2	Hydroxyacyl-thioester dehydratase type 2, mitochondrial (HsHTD2) (EC 4.2.1.59) (3-hydroxyacyl-[acyl-carrier-protein] dehydratase)	109703458;	Homo sapiens (Human)
Q9BUP3	HTAI2_HUMAN	HTATIP2 CC3 TIP30	Oxidoreductase HTATIP2 (EC 1.1.1.-) (30 kDa HIV-1 TAT-interacting protein) (HIV-1 TAT-interactive protein 2)	10553;	Homo sapiens (Human)
Q9BQS6	HSPB9_HUMAN	HSPB9	Heat shock protein beta-9 (HspB9) (Cancer/testis antigen 51) (CT51)	94086;	Homo sapiens (Human)
Q9UJY1	HSPB8_HUMAN	HSPB8 CRYAC E2IG1 HSP22 PP1629	Heat shock protein beta-8 (HspB8) (Alpha-crystallin C chain) (E2-induced gene 1 protein) (Protein kinase H11) (Small stress protein-like protein HSP22)	26353;	Homo sapiens (Human)
Q9UBY9	HSPB7_HUMAN	HSPB7 CVHSP	Heat shock protein beta-7 (HspB7) (Cardiovascular heat shock protein) (cvHsp)	27129;	Homo sapiens (Human)
O14558	HSPB6_HUMAN	HSPB6	Heat shock protein beta-6 (HspB6) (Heat shock 20 kDa-like protein p20)	126393;	Homo sapiens (Human)
Q12988	HSPB3_HUMAN	HSPB3 HSP27 HSPL27	Heat shock protein beta-3 (HspB3) (Heat shock 17 kDa protein) (HSP 17) (Protein 3)	8988;	Homo sapiens (Human)
Q16082	HSPB2_HUMAN	HSPB2	Heat shock protein beta-2 (HspB2) (DMPK-binding protein) (MKBP)	3316;	Homo sapiens (Human)
P04792	HSPB1_HUMAN	HSPB1 HSP27 HSP28	Heat shock protein beta-1 (HspB1) (28 kDa heat shock protein) (Estrogen-regulated 24 kDa protein) (Heat shock 27 kDa protein) (HSP 27) (Stress-responsive protein 27) (SRP27)	3315;	Homo sapiens (Human)
Q0VDF9	HSP7E_HUMAN	HSPA14 HSP60 HSP70L1	Heat shock 70 kDa protein 14 (HSP70-like protein 1) (Heat shock protein HSP60)	51182;	Homo sapiens (Human)
P11142	HSP7C_HUMAN	HSPA8 HSC70 HSP73 HSPA10	Heat shock cognate 71 kDa protein (EC 3.6.4.10) (Heat shock 70 kDa protein 8) (Lipopolysaccharide-associated protein 1) (LAP-1) (LPS-associated protein 1)	3312;	Homo sapiens (Human)
P48741	HSP77_HUMAN	HSPA7 HSP70B	Putative heat shock 70 kDa protein 7 (Heat shock 70 kDa protein B)		Homo sapiens (Human)
P17066	HSP76_HUMAN	HSPA6 HSP70B'	Heat shock 70 kDa protein 6 (Heat shock 70 kDa protein B')	3310;	Homo sapiens (Human)
P34932	HSP74_HUMAN	HSPA4 APG2	Heat shock 70 kDa protein 4 (HSP70RY) (Heat shock 70-related protein APG-2)	3308;	Homo sapiens (Human)
P54652	HSP72_HUMAN	HSPA2	Heat shock-related 70 kDa protein 2 (Heat shock 70 kDa protein 2)	3306;	Homo sapiens (Human)
P04553	HSP1_HUMAN	PRM1	Sperm protamine P1 (Cysteine-rich protamine)	5619;	Homo sapiens (Human)
P48723	HSP13_HUMAN	HSPA13 STCH	Heat shock 70 kDa protein 13 (Microsomal stress-70 protein ATPase core) (Stress-70 protein chaperone microsome-associated 60 kDa protein)	6782;	Homo sapiens (Human)
Q96JZ2	HSH2D_HUMAN	HSH2D ALX	Hematopoietic SH2 domain-containing protein (Hematopoietic SH2 protein) (Adaptor in lymphocytes of unknown function X)	84941;	Homo sapiens (Human)
Q96LI6	HSFY1_HUMAN	HSFY1 HSF2L HSFY; HSFY2 HSF2L HSFY	Heat shock transcription factor, Y-linked (Heat shock transcription factor 2-like protein) (HSF2-like)	159119;86614;	Homo sapiens (Human)
A0A1B0GTS1	HSFX4_HUMAN	HSFX4	Heat shock transcription factor, X-linked member 4		Homo sapiens (Human)
A0A1B0GWH4	HSFX3_HUMAN	HSFX3	Heat shock transcription factor, X-linked member 3	101928917;	Homo sapiens (Human)
Q9UBD0	HSFX1_HUMAN	HSFX1 LW-1; HSFX2	Heat shock transcription factor, X-linked	100130086;100506164;	Homo sapiens (Human)
Q4G112	HSF5_HUMAN	HSF5 HSTF5	Heat shock factor protein 5 (HSF 5) (Heat shock transcription factor 5) (HSTF 5)	124535;	Homo sapiens (Human)
Q9ULV5	HSF4_HUMAN	HSF4	Heat shock factor protein 4 (HSF 4) (hHSF4) (Heat shock transcription factor 4) (HSTF 4)	3299;	Homo sapiens (Human)
Q03933	HSF2_HUMAN	HSF2 HSTF2	Heat shock factor protein 2 (HSF 2) (Heat shock transcription factor 2) (HSTF 2)	3298;	Homo sapiens (Human)
O75031	HSF2B_HUMAN	HSF2BP MEILB2	Heat shock factor 2-binding protein	11077;	Homo sapiens (Human)
Q00613	HSF1_HUMAN	HSF1 HSTF1	Heat shock factor protein 1 (HSF 1) (Heat shock transcription factor 1) (HSTF 1)	3297;	Homo sapiens (Human)
Q6YN16	HSDL2_HUMAN	HSDL2 C9orf99 SDR13C1	Hydroxysteroid dehydrogenase-like protein 2 (EC 1.-.-.-) (Short chain dehydrogenase/reductase family 13C member 1)	84263;	Homo sapiens (Human)
Q3SXM5	HSDL1_HUMAN	HSDL1 SDR12C3	Inactive hydroxysteroid dehydrogenase-like protein 1 (Short chain dehydrogenase/reductase family 12C member 3)	83693;	Homo sapiens (Human)
Q8IWL3	HSC20_HUMAN	HSCB DNAJC20 HSC20	Iron-sulfur cluster co-chaperone protein HscB (DnaJ homolog subfamily C member 20) [Cleaved into: Iron-sulfur cluster co-chaperone protein HscB, cytoplasmic (C-HSC20); Iron-sulfur cluster co-chaperone protein HscB, mitochondrial]	150274;	Homo sapiens (Human)
C9JCN9	HSBPL_HUMAN	HSBP1L1	Heat shock factor-binding protein 1-like protein 1	440498;	Homo sapiens (Human)
O75506	HSBP1_HUMAN	HSBP1 HSF1BP	Heat shock factor-binding protein 1 (Nasopharyngeal carcinoma-associated antigen 13) (NPC-A-13)	3281;	Homo sapiens (Human)
P08238	HS90B_HUMAN	HSP90AB1 HSP90B HSPC2 HSPCB	Heat shock protein HSP 90-beta (HSP 90) (Heat shock 84 kDa) (HSP 84) (HSP84)	3326;	Homo sapiens (Human)
P07900	HS90A_HUMAN	HSP90AA1 HSP90A HSPC1 HSPCA	Heat shock protein HSP 90-alpha (EC 3.6.4.10) (Heat shock 86 kDa) (HSP 86) (HSP86) (Lipopolysaccharide-associated protein 2) (LAP-2) (LPS-associated protein 2) (Renal carcinoma antigen NY-REN-38)	3320;	Homo sapiens (Human)
Q58FG0	HS905_HUMAN	HSP90AA5P HSP90AE	Putative heat shock protein HSP 90-alpha A5 (Heat shock protein 90-alpha E) (Heat shock protein 90Ae)		Homo sapiens (Human)
Q58FG1	HS904_HUMAN	HSP90AA4P HSP90AD HSPCAL2	Putative heat shock protein HSP 90-alpha A4 (Heat shock 90 kDa protein 1 alpha-like 2) (Heat shock protein 90-alpha D) (Heat shock protein 90Ad)		Homo sapiens (Human)
Q14568	HS902_HUMAN	HSP90AA2P HSP90AA2 HSPCAL3	Heat shock protein HSP 90-alpha A2 (Heat shock 90 kDa protein 1 alpha-like 3) (Heat shock protein HSP 90-alpha A2 pseudogene)		Homo sapiens (Human)
O95757	HS74L_HUMAN	HSPA4L APG1 OSP94	Heat shock 70 kDa protein 4L (Heat shock 70-related protein APG-1) (Heat-shock protein family A member 4-like protein) (HSPA4-like protein) (Osmotic stress protein 94)	22824;	Homo sapiens (Human)
P34931	HS71L_HUMAN	HSPA1L	Heat shock 70 kDa protein 1-like (Heat shock 70 kDa protein 1L) (Heat shock 70 kDa protein 1-Hom) (HSP70-Hom)	3305;	Homo sapiens (Human)
P0DMV9	HS71B_HUMAN	HSPA1B HSP72	Heat shock 70 kDa protein 1B (Heat shock 70 kDa protein 2) (HSP70-2) (HSP70.2)	3303;3304;	Homo sapiens (Human)
P0DMV8	HS71A_HUMAN	HSPA1A HSP72 HSPA1 HSX70	Heat shock 70 kDa protein 1A (Heat shock 70 kDa protein 1) (HSP70-1) (HSP70.1)	3303;3304;	Homo sapiens (Human)
Q9Y662	HS3SB_HUMAN	HS3ST3B1 3OST3B1 HS3ST3B	Heparan sulfate glucosamine 3-O-sulfotransferase 3B1 (EC 2.8.2.30) (Heparan sulfate D-glucosaminyl 3-O-sulfotransferase 3B1) (3-OST-3B) (Heparan sulfate 3-O-sulfotransferase 3B1) (h3-OST-3B)	9953;	Homo sapiens (Human)
Q9Y663	HS3SA_HUMAN	HS3ST3A1 3OST3A1 HS3ST3A UNQ2551/PRO6180	Heparan sulfate glucosamine 3-O-sulfotransferase 3A1 (EC 2.8.2.30) (Heparan sulfate D-glucosaminyl 3-O-sulfotransferase 3A1) (3-OST-3A) (Heparan sulfate 3-O-sulfotransferase 3A1) (h3-OST-3A)	9955;	Homo sapiens (Human)
Q96QI5	HS3S6_HUMAN	HS3ST6 HS3ST5	Heparan sulfate glucosamine 3-O-sulfotransferase 6 (EC 2.8.2.23) (Heparan sulfate D-glucosaminyl 3-O-sulfotransferase 6) (3-OST-6) (Heparan sulfate 3-O-sulfotransferase 6) (h3-OST-6)	64711;	Homo sapiens (Human)
Q8IZT8	HS3S5_HUMAN	HS3ST5 3OST5 HS3OST5	Heparan sulfate glucosamine 3-O-sulfotransferase 5 (EC 2.8.2.23) (Heparan sulfate D-glucosaminyl 3-O-sulfotransferase 5) (3-OST-5) (Heparan sulfate 3-O-sulfotransferase 5) (h3-OST-5)	222537;	Homo sapiens (Human)
Q9Y661	HS3S4_HUMAN	HS3ST4 3OST4	Heparan sulfate glucosamine 3-O-sulfotransferase 4 (EC 2.8.2.23) (Heparan sulfate D-glucosaminyl 3-O-sulfotransferase 4) (3-OST-4) (Heparan sulfate 3-O-sulfotransferase 4) (h3-OST-4)	9951;	Homo sapiens (Human)
Q9Y278	HS3S2_HUMAN	HS3ST2 3OST2 UNQ2442/PRO5004	Heparan sulfate glucosamine 3-O-sulfotransferase 2 (EC 2.8.2.29) (Heparan sulfate D-glucosaminyl 3-O-sulfotransferase 2) (3-OST-2) (Heparan sulfate 3-O-sulfotransferase 2) (h3-OST-2)	9956;	Homo sapiens (Human)
O14792	HS3S1_HUMAN	HS3ST1 3OST 3OST1	Heparan sulfate glucosamine 3-O-sulfotransferase 1 (EC 2.8.2.23) (Heparan sulfate D-glucosaminyl 3-O-sulfotransferase 1) (3-OST-1) (Heparan sulfate 3-O-sulfotransferase 1) (h3-OST-1)	9957;	Homo sapiens (Human)
Q7LGA3	HS2ST_HUMAN	HS2ST1 HS2ST KIAA0448	Heparan sulfate 2-O-sulfotransferase 1 (2-O-sulfotransferase) (2OST) (EC 2.8.2.-)	9653;	Homo sapiens (Human)
Q96MM6	HS12B_HUMAN	HSPA12B C20orf60	Heat shock 70 kDa protein 12B	116835;	Homo sapiens (Human)
O43301	HS12A_HUMAN	HSPA12A KIAA0417	Heat shock 70 kDa protein 12A	259217;	Homo sapiens (Human)
Q92598	HS105_HUMAN	HSPH1 HSP105 HSP110 KIAA0201	Heat shock protein 105 kDa (Antigen NY-CO-25) (Heat shock 110 kDa protein)	10808;	Homo sapiens (Human)
P0DUH7	HRURF_HUMAN	HRURF U2HR	Protein HRURF (HR upstream open reading frame protein)		Homo sapiens (Human)
Q8N3J3	HROB_HUMAN	HROB C17orf53	Homologous recombination OB-fold protein	78995;	Homo sapiens (Human)
O00198	HRK_HUMAN	HRK BID3	Activator of apoptosis harakiri (BH3-interacting domain-containing protein 3) (Neuronal death protein DP5)	8739;	Homo sapiens (Human)
Q9H3N8	HRH4_HUMAN	HRH4 GPCR105	Histamine H4 receptor (H4R) (HH4R) (AXOR35) (G-protein coupled receptor 105) (GPRv53) (Pfi-013) (SP9144)	59340;	Homo sapiens (Human)
Q9Y5N1	HRH3_HUMAN	HRH3 GPCR97	Histamine H3 receptor (H3R) (HH3R) (G-protein coupled receptor 97)	11255;	Homo sapiens (Human)
P25021	HRH2_HUMAN	HRH2	Histamine H2 receptor (H2R) (HH2R) (Gastric receptor I)	3274;	Homo sapiens (Human)
P35367	HRH1_HUMAN	HRH1	Histamine H1 receptor (H1R) (HH1R)	3269;	Homo sapiens (Human)
P04196	HRG_HUMAN	HRG	Histidine-rich glycoprotein (Histidine-proline-rich glycoprotein) (HPRG)	3273;	Homo sapiens (Human)
Q6P1K1	HRG1_HUMAN	SLC48A1 HRG1	Heme transporter HRG1 (Heme-responsive gene 1 protein homolog) (HRG-1) (hHRG-1) (Solute carrier family 48 member 1)	55652;	Homo sapiens (Human)
P13985	HRES1_HUMAN	HRES1	Putative HTLV-1-related endogenous sequence (p25)		Homo sapiens (Human)
Q6UXD1	HRCT1_HUMAN	HRCT1 UNQ338/PRO537	Histidine-rich carboxyl terminus protein 1	646962;	Homo sapiens (Human)
